"learner_id","classif.acc","classif.auc","classif.npv","classif.ppv","classif.sensitivity","classif.specificity","classif.bbrier"
"randomForest",0.7337791765014424,0.7926114751796687,0.708395364425802,0.7814536986825736,0.6307881773399014,0.83245090358832,0.17881959778182055
"logistic",0.7111591922370837,0.789746857001103,0.7199682864949258,0.703812929719859,0.7013698370594922,0.7217727968834505,0.18791822882286038
